event_id,event_type,total_attendees,load_factor,venue_capacity,risk_level
EVT04697,Festival,150851,1.65,91425,Very Critical
EVT04666,Sports Match,12110,1.34,9038,Critical
EVT03243,Marathon,174799,1.18,148135,High
EVT03053,College Fest,15349,1.12,13705,High
EVT04828,Festival,189381,1.37,138235,Critical
EVT00688,Trade Fair,2669,0.38,7026,Low
EVT03512,Corporate Meetup,773,1.09,710,High
EVT01974,Trade Fair,7762,0.94,8258,Medium
EVT01839,Festival,88541,0.89,99485,Medium
EVT03858,Exhibition,5953,1.67,3565,Very Critical
EVT03360,Trade Fair,9924,1.13,8783,High
EVT03059,Birthday Party,313,1.26,249,High
EVT00714,Product Launch,624,0.34,1838,Low
EVT02207,Cultural Event,7612,0.87,8750,Medium
EVT02700,Movie event,29964,1.18,25394,High
EVT02297,Concert,22653,0.88,25743,Medium
EVT04847,Cultural Event,10709,1.48,7236,Critical
EVT02985,Exhibition,17086,1.2,14239,High
EVT02056,Conference,2632,0.94,2800,Medium
EVT03035,Conference,2621,1.29,2032,High
EVT01392,Political Rally,121752,0.93,130917,Medium
EVT04802,Sports Match,96451,1.74,55432,Very Critical
EVT01795,Religious Gathering,28141,0.83,33905,Medium
EVT03893,Religious Gathering,223484,1.8,124158,Very Critical
EVT00287,Concert,20596,0.5,41192,Low
EVT02570,Conference,1033,1.16,891,High
EVT01879,Sports Match,23627,0.93,25406,Medium
EVT03230,Cultural Event,14381,1.12,12841,High
EVT04758,Marathon,36993,1.33,27815,Critical
EVT03799,Trade Fair,12024,1.76,6832,Very Critical
EVT04047,Corporate Meetup,195,1.58,124,Critical
EVT04360,Birthday Party,425,1.75,243,Very Critical
EVT03154,Religious Gathering,52603,1.19,44205,High
EVT04397,Movie event,50286,1.79,28093,Very Critical
EVT03955,Political Rally,37837,1.4,27027,Critical
EVT00268,Birthday Party,220,0.32,690,Low
EVT03382,Festival,103711,1.06,97841,High
EVT03836,Political Rally,139037,1.53,90874,Critical
EVT00129,Product Launch,1173,0.47,2496,Low
EVT02757,Birthday Party,782,1.03,760,High
EVT02089,Cultural Event,5102,0.92,5546,Medium
EVT04848,Birthday Party,1010,1.73,584,Very Critical
EVT01432,Sports Match,33419,0.86,38860,Medium
EVT03103,Religious Gathering,141371,1.15,122932,High
EVT02365,Exhibition,1824,0.89,2050,Medium
EVT01183,Birthday Party,347,0.46,755,Low
EVT04551,Corporate Meetup,931,1.39,670,Critical
EVT03819,Conference,2629,1.72,1529,Very Critical
EVT02912,Sports Match,57621,1.22,47231,High
EVT01403,Marathon,80053,0.97,82529,Medium
EVT04146,Exhibition,7084,1.61,4400,Very Critical
EVT01861,Festival,129902,0.95,136739,Medium
EVT02320,Sports Match,39563,0.85,46545,Medium
EVT04627,Trade Fair,17284,1.35,12803,Critical
EVT02309,Sports Match,46268,0.97,47699,Medium
EVT00971,Sports Match,26777,0.57,46978,Low
EVT03673,Marathon,28600,1.3,22000,High
EVT01505,College Fest,9355,0.99,9450,Medium
EVT01959,Conference,2586,0.95,2723,Medium
EVT00246,Religious Gathering,71458,0.6,119097,Low
EVT01431,Movie event,40468,0.93,43514,Medium
EVT02787,Corporate Meetup,206,1.06,195,High
EVT02646,Trade Fair,13664,1.05,13014,High
EVT04039,Movie event,20817,1.69,12318,Very Critical
EVT01409,College Fest,5996,0.95,6312,Medium
EVT02234,Concert,43604,0.83,52536,Medium
EVT00169,Sports Match,5345,0.38,14068,Low
EVT02413,Political Rally,59015,0.84,70256,Medium
EVT03781,Product Launch,2450,1.52,1612,Critical
EVT01896,Exhibition,8567,0.83,10322,Medium
EVT02493,Movie event,32318,0.94,34381,Medium
EVT01972,Product Launch,1928,0.86,2243,Medium
EVT03588,College Fest,3995,1.03,3879,High
EVT04594,Political Rally,60254,1.7,35444,Very Critical
EVT01179,Product Launch,942,0.35,2694,Low
EVT03130,Wedding,977,1.25,782,High
EVT04580,Movie event,55879,1.58,35367,Critical
EVT02567,Product Launch,1628,1.18,1380,High
EVT04502,Corporate Meetup,1177,1.68,701,Very Critical
EVT00687,Wedding,102,0.63,163,Low
EVT03666,Product Launch,437,1.17,374,High
EVT04953,Wedding,336,1.32,255,Critical
EVT00815,Birthday Party,75,0.37,204,Low
EVT04519,Marathon,128586,1.41,91196,Critical
EVT02397,Wedding,570,0.98,582,Medium
EVT01929,Movie event,27168,0.84,32343,Medium
EVT02161,Festival,22716,0.93,24426,Medium
EVT00107,Political Rally,21200,0.62,34195,Low
EVT03081,Sports Match,18667,1.18,15820,High
EVT02437,Conference,1270,0.99,1283,Medium
EVT03794,Religious Gathering,101470,1.58,64222,Critical
EVT01569,Movie event,49692,0.92,54014,Medium
EVT04028,Product Launch,3016,1.33,2268,Critical
EVT03529,Cultural Event,6891,1.12,6153,High
EVT03267,Trade Fair,13516,1.22,11079,High
EVT01057,Concert,40109,0.69,58129,Low
EVT03582,Religious Gathering,100821,1.17,86172,High
EVT04119,Trade Fair,10137,1.7,5963,Very Critical
EVT03993,Trade Fair,18642,1.59,11725,Critical
EVT02974,College Fest,18174,1.28,14199,High
EVT02806,Trade Fair,9294,1.21,7681,High
EVT04469,Religious Gathering,70967,1.31,54174,Critical
EVT04701,Cultural Event,4004,1.32,3034,Critical
EVT01737,Product Launch,1246,1,1246,Medium
EVT02999,Sports Match,48302,1.22,39592,High
EVT03052,Birthday Party,905,1.21,748,High
EVT00861,Cultural Event,4161,0.54,7706,Low
EVT02122,Birthday Party,127,0.82,155,Medium
EVT04765,Product Launch,1640,1.72,954,Very Critical
EVT00632,Religious Gathering,70323,0.59,119193,Low
EVT04154,Cultural Event,17545,1.39,12623,Critical
EVT01771,Exhibition,3980,0.85,4683,Medium
EVT01714,Sports Match,11631,0.94,12374,Medium
EVT03672,Sports Match,44010,1.01,43575,High
EVT00075,Concert,8445,0.76,11112,Low
EVT02480,Exhibition,13257,0.94,14104,Medium
EVT03840,Concert,69076,1.32,52331,Critical
EVT02504,Cultural Event,7533,1.08,6975,High
EVT03311,Trade Fair,16197,1.28,12654,High
EVT00127,College Fest,3922,0.46,8528,Low
EVT01268,Conference,2466,0.88,2803,Medium
EVT04312,College Fest,5766,1.42,4061,Critical
EVT04097,College Fest,15489,1.75,8851,Very Critical
EVT01485,Political Rally,45879,0.88,52136,Medium
EVT00933,Exhibition,5692,0.45,12649,Low
EVT00578,Cultural Event,5412,0.51,10612,Low
EVT00419,Concert,7378,0.67,11013,Low
EVT01115,Birthday Party,119,0.62,193,Low
EVT02466,Birthday Party,654,0.83,789,Medium
EVT00150,Festival,24480,0.71,34480,Low
EVT04787,College Fest,17612,1.4,12580,Critical
EVT00907,Movie event,31463,0.61,51579,Low
EVT04454,Sports Match,60606,1.34,45229,Critical
EVT04461,Cultural Event,7385,1.73,4269,Very Critical
EVT04363,Festival,20773,1.62,12823,Very Critical
EVT00276,Political Rally,43937,0.34,129229,Low
EVT00339,Corporate Meetup,201,0.6,335,Low
EVT00187,Product Launch,978,0.68,1439,Low
EVT03285,Festival,44075,1.28,34434,High
EVT01563,Conference,2806,0.96,2923,Medium
EVT00681,Sports Match,19699,0.63,31269,Low
EVT03322,Trade Fair,11610,1.2,9675,High
EVT00185,Birthday Party,224,0.46,488,Low
EVT02095,Cultural Event,13456,0.96,14017,Medium
EVT04940,College Fest,8449,1.33,6353,Critical
EVT02146,Religious Gathering,20787,1,20787,Medium
EVT04578,College Fest,8562,1.42,6030,Critical
EVT04598,Exhibition,8013,1.46,5489,Critical
EVT03843,Sports Match,63734,1.33,47921,Critical
EVT00759,Concert,12812,0.58,22090,Low
EVT02835,Religious Gathering,136001,1.21,112398,High
EVT01893,Concert,8354,0.9,9283,Medium
EVT04399,Political Rally,145454,1.53,95068,Critical
EVT00455,Cultural Event,6528,0.68,9601,Low
EVT04718,Cultural Event,15462,1.38,11205,Critical
EVT01623,Cultural Event,10841,0.87,12461,Medium
EVT02338,Wedding,592,0.83,714,Medium
EVT03690,College Fest,4492,1.12,4011,High
EVT03289,Religious Gathering,109443,1.13,96853,High
EVT00857,Cultural Event,1670,0.45,3712,Low
EVT04424,Trade Fair,21571,1.71,12615,Very Critical
EVT04517,Product Launch,671,1.39,483,Critical
EVT01186,Wedding,110,0.7,158,Low
EVT01709,Exhibition,12167,0.84,14485,Medium
EVT00570,Festival,65698,0.65,101075,Low
EVT00382,Concert,4227,0.31,13637,Low
EVT01130,Exhibition,1376,0.51,2699,Low
EVT04982,Movie event,33926,1.54,22030,Critical
EVT01969,Religious Gathering,19965,0.84,23768,Medium
EVT01990,Exhibition,7587,0.93,8159,Medium
EVT00906,Religious Gathering,28845,0.4,72113,Low
EVT03705,Marathon,151377,1.24,122079,High
EVT04817,Movie event,44944,1.35,33292,Critical
EVT01848,Festival,84207,0.82,102692,Medium
EVT00598,Cultural Event,3843,0.4,9609,Low
EVT01636,Trade Fair,11910,0.85,14012,Medium
EVT04788,Marathon,145438,1.35,107732,Critical
EVT04106,Marathon,180665,1.51,119646,Critical
EVT03263,Concert,24744,1.04,23793,High
EVT01831,Concert,10324,0.81,12746,Medium
EVT02435,Sports Match,40449,0.99,40858,Medium
EVT03617,Cultural Event,10536,1.29,8168,High
EVT00193,College Fest,1423,0.61,2333,Low
EVT01809,Sports Match,40848,0.92,44401,Medium
EVT00052,Exhibition,2584,0.63,4103,Low
EVT02754,Marathon,131268,1.12,117204,High
EVT02774,College Fest,11100,1.23,9025,High
EVT03742,Movie event,8636,1.09,7923,High
EVT02622,Trade Fair,4251,1.26,3374,High
EVT02103,Conference,2115,0.97,2181,Medium
EVT04392,Marathon,23743,1.42,16721,Critical
EVT00410,College Fest,2857,0.63,4535,Low
EVT04741,Political Rally,69080,1.55,44568,Critical
EVT01740,Trade Fair,11074,0.99,11186,Medium
EVT00130,Concert,9293,0.74,12559,Low
EVT03872,Religious Gathering,134393,1.47,91424,Critical
EVT03629,Sports Match,41741,1.23,33936,High
EVT02673,Wedding,319,1.06,301,High
EVT03914,Birthday Party,920,1.36,677,Critical
EVT02692,Concert,40319,1.16,34758,High
EVT02571,Cultural Event,15562,1.14,13651,High
EVT01912,Exhibition,11284,0.98,11515,Medium
EVT01885,Festival,58845,0.95,61943,Medium
EVT04480,Religious Gathering,162310,1.77,91701,Very Critical
EVT01774,Wedding,787,1,787,Medium
EVT01101,Sports Match,31455,0.77,40851,Low
EVT04926,Exhibition,24113,1.65,14614,Very Critical
EVT03846,Wedding,674,1.7,397,Very Critical
EVT01924,Concert,18170,0.89,20416,Medium
EVT02087,Conference,2640,0.99,2667,Medium
EVT04371,Marathon,94236,1.74,54159,Very Critical
EVT02483,Corporate Meetup,662,0.97,683,Medium
EVT04972,College Fest,8132,1.46,5570,Critical
EVT02767,Corporate Meetup,562,1.24,454,High
EVT01991,Conference,708,0.94,754,Medium
EVT01137,Marathon,20142,0.51,39496,Low
EVT04294,Exhibition,24206,1.71,14156,Very Critical
EVT02880,College Fest,6810,1.16,5871,High
EVT04948,Marathon,84735,1.33,63711,Critical
EVT03142,Movie event,29934,1.28,23386,High
EVT01723,Wedding,727,0.99,735,Medium
EVT00716,Religious Gathering,45428,0.8,56785,Low
EVT01401,Marathon,43907,0.81,54207,Medium
EVT01883,Sports Match,28994,0.88,32948,Medium
EVT04306,Trade Fair,15224,1.73,8800,Very Critical
EVT00132,Birthday Party,48,0.35,139,Low
EVT03467,Movie event,74278,1.27,58487,High
EVT02472,Product Launch,1277,0.83,1539,Medium
EVT02432,Trade Fair,7249,0.99,7323,Medium
EVT03184,Birthday Party,266,1.13,236,High
EVT02818,Birthday Party,361,1.16,312,High
EVT04743,Conference,1716,1.36,1262,Critical
EVT02616,Product Launch,840,1.09,771,High
EVT00250,Political Rally,27730,0.77,36013,Low
EVT01375,Product Launch,1803,0.87,2073,Medium
EVT03797,Concert,41197,1.41,29218,Critical
EVT04191,Trade Fair,12328,1.62,7610,Very Critical
EVT03030,Conference,375,1.17,321,High
EVT02235,College Fest,9952,0.97,10260,Medium
EVT01948,Cultural Event,10832,0.95,11403,Medium
EVT03434,Marathon,103449,1.19,86932,High
EVT02782,Political Rally,48796,1.05,46473,High
EVT04907,Corporate Meetup,1029,1.69,609,Very Critical
EVT03324,Religious Gathering,140288,1.23,114056,High
EVT02185,Trade Fair,4655,0.82,5678,Medium
EVT02890,Marathon,39136,1.23,31818,High
EVT03117,Birthday Party,249,1.13,221,High
EVT03145,Political Rally,100917,1.07,94315,High
EVT03012,Festival,159602,1.29,123723,High
EVT03680,Sports Match,10805,1.08,10005,High
EVT03001,Product Launch,732,1.05,698,High
EVT04476,Exhibition,17619,1.49,11825,Critical
EVT02513,Religious Gathering,29717,1.28,23217,High
EVT04042,Birthday Party,471,1.56,302,Critical
EVT01585,Marathon,136915,0.93,147221,Medium
EVT00633,Concert,23824,0.54,44119,Low
EVT01128,Trade Fair,3720,0.77,4832,Low
EVT00886,Conference,1421,0.62,2293,Low
EVT01086,Religious Gathering,51826,0.37,140071,Low
EVT03427,Corporate Meetup,333,1.24,269,High
EVT01039,College Fest,6543,0.52,12583,Low
EVT00326,Exhibition,3076,0.53,5804,Low
EVT04531,Corporate Meetup,983,1.44,683,Critical
EVT02925,Movie event,20830,1.21,17215,High
EVT02180,Trade Fair,12545,0.92,13636,Medium
EVT00535,Trade Fair,1172,0.45,2605,Low
EVT03844,College Fest,12453,1.57,7932,Critical
EVT02236,Cultural Event,7523,0.94,8004,Medium
EVT03194,Marathon,111967,1.05,106636,High
EVT01949,Marathon,101488,0.99,102514,Medium
EVT04931,Festival,100906,1.74,57992,Very Critical
EVT00558,Product Launch,839,0.32,2623,Low
EVT04055,Movie event,57778,1.65,35017,Very Critical
EVT00958,Corporate Meetup,173,0.56,310,Low
EVT01190,Product Launch,1266,0.67,1890,Low
EVT03757,Wedding,950,1.7,559,Very Critical
EVT01782,Wedding,574,0.91,631,Medium
EVT01105,Conference,181,0.35,519,Low
EVT04628,Political Rally,76993,1.74,44249,Very Critical
EVT00221,Marathon,80084,0.58,138077,Low
EVT01089,Sports Match,38251,0.65,58848,Low
EVT02032,Cultural Event,10296,0.81,12712,Medium
EVT03101,Religious Gathering,12599,1.11,11351,High
EVT04640,Religious Gathering,99481,1.35,73690,Critical
EVT00487,Political Rally,72727,0.74,98280,Low
EVT03015,Conference,3656,1.23,2973,High
EVT03898,Movie event,62851,1.61,39038,Very Critical
EVT01711,College Fest,10410,0.93,11194,Medium
EVT04396,Birthday Party,798,1.71,467,Very Critical
EVT04084,Movie event,14727,1.41,10445,Critical
EVT01674,Festival,46833,0.91,51465,Medium
EVT01265,Conference,640,0.84,763,Medium
EVT02375,Wedding,191,1,191,Medium
EVT02043,College Fest,11907,0.82,14521,Medium
EVT03772,Corporate Meetup,327,1.48,221,Critical
EVT04903,Product Launch,578,1.4,413,Critical
EVT00526,Concert,22635,0.74,30588,Low
EVT01256,Political Rally,75829,0.88,86170,Medium
EVT00493,Trade Fair,3324,0.57,5833,Low
EVT03986,Festival,171069,1.59,107591,Critical
EVT00034,Exhibition,5691,0.55,10348,Low
EVT00377,College Fest,4758,0.41,11607,Low
EVT03274,Cultural Event,8557,1.2,7131,High
EVT01676,Festival,95625,0.89,107444,Medium
EVT03615,Exhibition,8134,1.24,6560,High
EVT04902,Marathon,36971,1.74,21248,Very Critical
EVT01957,Birthday Party,369,0.97,381,Medium
EVT01618,Political Rally,55991,0.9,62213,Medium
EVT03775,Movie event,60575,1.76,34418,Very Critical
EVT01529,Festival,136282,0.98,139064,Medium
EVT01285,Trade Fair,3338,0.97,3442,Medium
EVT01018,Birthday Party,320,0.76,422,Low
EVT04495,College Fest,12034,1.77,6799,Very Critical
EVT03951,Concert,46097,1.72,26801,Very Critical
EVT00676,Trade Fair,5427,0.43,12621,Low
EVT00312,Birthday Party,272,0.61,446,Low
EVT00581,Movie event,9923,0.74,13410,Low
EVT02327,Political Rally,52878,0.84,62950,Medium
EVT04314,Sports Match,73038,1.36,53705,Critical
EVT01350,Conference,1994,0.82,2432,Medium
EVT02246,Corporate Meetup,470,0.85,554,Medium
EVT01642,Birthday Party,698,0.98,713,Medium
EVT04722,Corporate Meetup,270,1.67,162,Very Critical
EVT04888,Exhibition,23482,1.65,14232,Very Critical
EVT01058,Political Rally,74843,0.56,133649,Low
EVT00892,Cultural Event,5569,0.64,8703,Low
EVT03927,Festival,201306,1.35,149116,Critical
EVT00084,Cultural Event,7780,0.76,10238,Low
EVT03958,College Fest,20721,1.56,13283,Critical
EVT00254,Trade Fair,7976,0.6,13294,Low
EVT00317,Corporate Meetup,222,0.67,332,Low
EVT04739,Festival,31054,1.63,19052,Very Critical
EVT04918,Sports Match,34810,1.62,21488,Very Critical
EVT04676,College Fest,9179,1.6,5737,Critical
EVT04099,Religious Gathering,145551,1.56,93302,Critical
EVT03180,Birthday Party,182,1.2,152,High
EVT03420,Exhibition,6958,1.09,6384,High
EVT04643,Concert,69153,1.32,52389,Critical
EVT03628,Birthday Party,221,1.02,217,High
EVT01267,Cultural Event,10641,0.94,11321,Medium
EVT00281,Movie event,31146,0.68,45804,Low
EVT04873,Exhibition,25290,1.79,14129,Very Critical
EVT02303,Sports Match,34098,0.85,40116,Medium
EVT04307,Trade Fair,7269,1.73,4202,Very Critical
EVT02315,Trade Fair,6325,0.99,6389,Medium
EVT03687,Marathon,149827,1.09,137456,High
EVT00636,Product Launch,642,0.71,905,Low
EVT03899,Cultural Event,13512,1.41,9583,Critical
EVT02793,Concert,17886,1.1,16260,High
EVT04880,Movie event,54518,1.51,36105,Critical
EVT03412,Political Rally,52535,1.29,40725,High
EVT02183,Political Rally,86490,0.97,89165,Medium
EVT03741,Corporate Meetup,750,1.02,736,High
EVT02233,College Fest,5558,0.84,6617,Medium
EVT02210,Religious Gathering,107463,0.9,119404,Medium
EVT04764,Corporate Meetup,587,1.58,372,Critical
EVT00553,Political Rally,18989,0.64,29671,Low
EVT00513,Trade Fair,3624,0.3,12081,Low
EVT02734,Marathon,94856,1.28,74107,High
EVT00271,Marathon,108343,0.78,138902,Low
EVT02905,Political Rally,142095,1.28,111012,High
EVT02399,Product Launch,1539,1,1539,Medium
EVT01580,Exhibition,10311,0.97,10630,Medium
EVT00649,College Fest,8650,0.65,13308,Low
EVT02657,Cultural Event,5607,1.17,4793,High
EVT02138,Festival,126444,0.92,137440,Medium
EVT02984,Trade Fair,5209,1.18,4415,High
EVT00529,Sports Match,11590,0.42,27596,Low
EVT02048,Political Rally,37318,0.83,44962,Medium
EVT04317,Conference,4380,1.46,3000,Critical
EVT02696,Birthday Party,523,1.13,463,High
EVT04276,Marathon,84690,1.41,60064,Critical
EVT03211,Sports Match,19171,1.05,18259,High
EVT03219,Product Launch,1002,1.11,903,High
EVT04074,Festival,50361,1.42,35466,Critical
EVT00915,Exhibition,9849,0.73,13492,Low
EVT00858,Sports Match,9076,0.72,12606,Low
EVT01367,College Fest,11773,0.89,13229,Medium
EVT03277,Birthday Party,219,1.04,211,High
EVT03240,Wedding,555,1.13,492,High
EVT02719,Religious Gathering,51588,1.09,47329,High
EVT02157,Trade Fair,7096,0.94,7549,Medium
EVT04815,Movie event,80164,1.45,55286,Critical
EVT00225,Wedding,260,0.63,413,Low
EVT03368,Religious Gathering,40197,1.2,33498,High
EVT02576,Corporate Meetup,163,1.16,141,High
EVT03398,Wedding,432,1.07,404,High
EVT01659,Sports Match,5798,0.99,5857,Medium
EVT02957,Political Rally,50045,1.15,43518,High
EVT04826,Concert,38396,1.77,21693,Very Critical
EVT02789,Cultural Event,2585,1.06,2439,High
EVT00456,Trade Fair,10000,0.76,13159,Low
EVT04528,Festival,95356,1.77,53874,Very Critical
EVT01499,Birthday Party,447,0.88,509,Medium
EVT04391,Political Rally,195818,1.71,114514,Very Critical
EVT02619,Wedding,129,1.09,119,High
EVT00232,Cultural Event,4309,0.66,6530,Low
EVT01335,Birthday Party,285,0.93,307,Medium
EVT00577,Sports Match,12634,0.5,25269,Low
EVT02868,Trade Fair,17779,1.26,14111,High
EVT01495,Corporate Meetup,245,0.82,299,Medium
EVT04668,Marathon,50771,1.64,30958,Very Critical
EVT03480,College Fest,13787,1.03,13386,High
EVT01170,College Fest,3488,0.62,5626,Low
EVT04866,Festival,165736,1.36,121865,Critical
EVT03032,College Fest,13453,1.06,12692,High
EVT02993,Wedding,195,1.28,153,High
EVT00564,Concert,20753,0.39,53213,Low
EVT00029,Festival,41414,0.63,65738,Low
EVT04224,Marathon,86627,1.74,49786,Very Critical
EVT00701,Trade Fair,2498,0.64,3904,Low
EVT04034,Trade Fair,3392,1.55,2189,Critical
EVT01309,Conference,2241,0.84,2669,Medium
EVT02659,Sports Match,14552,1.09,13351,High
EVT02403,Exhibition,3017,0.87,3468,Medium
EVT02241,Festival,38164,0.9,42405,Medium
EVT02783,Festival,145083,1.29,112468,High
EVT00204,Marathon,35356,0.33,107142,Low
EVT02598,Cultural Event,12998,1.27,10235,High
EVT03011,Conference,534,1.04,514,High
EVT00079,Product Launch,1053,0.76,1386,Low
EVT04808,Political Rally,126810,1.49,85108,Critical
EVT02053,Cultural Event,11074,0.83,13343,Medium
EVT04501,Political Rally,104966,1.77,59303,Very Critical
EVT00418,Product Launch,216,0.37,585,Low
EVT00470,Trade Fair,5151,0.56,9199,Low
EVT03077,Wedding,490,1.19,412,High
EVT04894,College Fest,19833,1.54,12879,Critical
EVT00131,Birthday Party,166,0.59,282,Low
EVT04002,College Fest,18992,1.68,11305,Very Critical
EVT01153,Birthday Party,315,0.6,526,Low
EVT04543,Exhibition,13134,1.73,7592,Very Critical
EVT01043,Marathon,62450,0.55,113546,Low
EVT04325,Cultural Event,10687,1.4,7634,Critical
EVT00446,Sports Match,22892,0.74,30936,Low
EVT01766,Wedding,603,0.85,710,Medium
EVT03931,Birthday Party,352,1.58,223,Critical
EVT04937,Product Launch,419,1.34,313,Critical
EVT01041,Festival,13478,0.32,42119,Low
EVT01346,Festival,22397,0.96,23331,Medium
EVT03719,Concert,36279,1.02,35568,High
EVT04997,Sports Match,75681,1.36,55648,Critical
EVT03522,Wedding,606,1.04,583,High
EVT03148,Cultural Event,8831,1.11,7956,High
EVT01554,Religious Gathering,121529,0.95,127926,Medium
EVT01131,Marathon,50344,0.8,62931,Low
EVT01930,Exhibition,3402,0.81,4200,Medium
EVT00421,Festival,25118,0.49,51263,Low
EVT02264,Concert,10950,0.95,11527,Medium
EVT00709,Sports Match,32372,0.8,40465,Low
EVT03764,College Fest,8607,1.74,4947,Very Critical
EVT01410,Sports Match,43191,0.82,52672,Medium
EVT02318,Exhibition,13375,0.94,14229,Medium
EVT01914,Exhibition,8573,0.91,9421,Medium
EVT04149,Exhibition,15275,1.32,11572,Critical
EVT00749,Festival,69792,0.78,89478,Low
EVT02132,Concert,21549,0.89,24213,Medium
EVT04137,Trade Fair,12608,1.7,7417,Very Critical
EVT03227,Conference,2143,1.05,2041,High
